Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,RelevantEducationLevel,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,InterviewScore,ResumeScore,RequestedBenefits,TotalWorkingYears,PreferredSkills,YearsAtCurrentCompany,RelevantExperience,JobType,SalaryExpectation,Ethnicity,Gender,HIRED
29,Travel_Rarely,Research & Development,4,Master,Life Sciences,Medium,Entry Level,Research Scientist,Married,1,No,High,High,Yes,5,High,5,4,full_time,Low,non-minority,Male,YES
33,Non-Travel,Research & Development,7,College,Life Sciences,Medium,Experienced,Manufacturing Director,Single,0,No,High,High,No,10,Low,9,7,full_time,Average,minority,Male,YES
43,Travel_Rarely,Research & Development,13,College,Life Sciences,Medium,Experienced,Research Director,Married,1,No,High,Low,Yes,17,High,12,8,full_time,High,non-minority,Male,YES
43,Travel_Frequently,Research & Development,4,Master,Medical,High,Intermediate,Laboratory Technician,Divorced,1,Yes,High,Average,Yes,8,High,7,7,full_time,High,non-minority,Male,YES
51,Travel_Rarely,Research & Development,7,College,Technical Degree,High,Entry Level,Laboratory Technician,Married,8,No,Average,High,Yes,16,High,13,9,full_time,Average,minority,Male,YES
28,Travel_Frequently,Research & Development,2,College,Medical,High,Entry Level,Research Scientist,Divorced,1,Yes,Average,Average,Yes,5,Medium,5,2,contract,Average,non-minority,Male,YES
35,Non-Travel,Research & Development,11,Master,Medical,Medium,Intermediate,Healthcare Representative,Divorced,4,No,Outstanding,Low,Yes,8,Medium,5,2,full_time,Average,non-minority,Female,YES
24,Travel_Rarely,Research & Development,6,Bachelor,Technical Degree,High,Entry Level,Research Scientist,Married,1,No,Average,High,Yes,3,Low,3,1,full_time,Average,non-minority,Male,YES
41,Travel_Rarely,Research & Development,24,College,Life Sciences,Medium,Intermediate,Manufacturing Director,Married,1,Yes,High,Average,Yes,9,Low,6,5,contract,Average,non-minority,Male,YES
44,Travel_Rarely,Research & Development,1,Master,Technical Degree,High,Experienced,Healthcare Representative,Divorced,1,No,Average,Low,No,10,High,10,8,full_time,Low,non-minority,Male,YES
23,Travel_Rarely,Research & Development,8,Below College,Medical,Medium,Entry Level,Research Scientist,Single,1,Yes,High,High,No,1,High,1,0,contract,Average,non-minority,Male,YES
42,Travel_Rarely,Sales,23,Bachelor,Medical,High,Experienced,Sales Executive,Married,3,Yes,High,Average,Yes,22,Medium,13,12,full_time,Average,minority,Female,YES
28,Non-Travel,Research & Development,1,Bachelor,Life Sciences,Low,Intermediate,Laboratory Technician,Married,0,No,Outstanding,Low,No,10,Medium,9,8,full_time,Low,non-minority,Female,YES
40,Non-Travel,Research & Development,2,Bachelor,Life Sciences,High,Experienced,Manager,Married,0,Yes,High,Outstanding,No,21,Medium,20,14,full_time,Average,minority,Male,YES
31,Non-Travel,Sales,12,Bachelor,Medical,Medium,Entry Level,Sales Executive,Married,0,No,High,Average,No,5,Medium,5,4,full_time,Average,non-minority,Male,YES
34,Travel_Rarely,Sales,2,College,Medical,High,Intermediate,Sales Executive,Married,2,No,High,Low,Yes,8,High,5,0,contract,Average,non-minority,Female,YES
35,Travel_Rarely,Sales,17,Bachelor,Medical,High,Intermediate,Sales Executive,Married,0,No,Low,High,Yes,6,Medium,4,2,full_time,Average,non-minority,Male,YES
38,Travel_Rarely,Research & Development,8,College,Life Sciences,Medium,Experienced,Research Director,Married,5,No,High,High,No,20,High,15,7,contract,Average,minority,Female,YES
34,Travel_Rarely,Sales,1,College,Medical,Medium,Intermediate,Sales Executive,Divorced,0,Yes,Average,Low,Yes,10,Medium,9,7,full_time,Average,non-minority,Female,YES
43,Non-Travel,Research & Development,1,Master,Medical,High,Intermediate,Manufacturing Director,Divorced,3,No,Outstanding,High,No,14,High,9,7,contract,Low,non-minority,Male,YES
34,Travel_Rarely,Sales,6,College,Marketing,High,Entry Level,Sales Representative,Married,0,Yes,High,Average,Yes,12,High,10,9,full_time,High,non-minority,Male,YES
27,Travel_Frequently,Research & Development,5,College,Life Sciences,High,Entry Level,Laboratory Technician,Single,0,Yes,High,High,No,6,Medium,5,3,full_time,Average,non-minority,Female,YES
29,Travel_Frequently,Sales,11,Bachelor,Life Sciences,Medium,Entry Level,Sales Representative,Married,2,No,Low,High,Yes,2,Low,1,0,full_time,High,non-minority,Male,YES
45,Travel_Rarely,Sales,3,College,Marketing,Low,Experienced,Manager,Married,2,No,Average,Average,No,26,Medium,13,5,full_time,Average,non-minority,Female,YES
31,Travel_Rarely,Research & Development,3,Below College,Life Sciences,Medium,Experienced,Healthcare Representative,Divorced,0,No,High,High,No,11,Low,10,7,contract,High,non-minority,Male,YES
29,Non-Travel,Research & Development,9,Bachelor,Medical,High,Entry Level,Laboratory Technician,Single,1,No,High,High,No,7,High,7,4,full_time,High,non-minority,Male,YES
24,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,High,Entry Level,Research Scientist,Married,1,Yes,High,High,No,6,High,6,3,full_time,Average,non-minority,Female,YES
37,Non-Travel,Research & Development,5,College,Other,High,Intermediate,Healthcare Representative,Single,1,Yes,High,Average,Yes,10,High,9,7,full_time,High,non-minority,Female,YES
41,Travel_Rarely,Research & Development,27,Bachelor,Life Sciences,Medium,Experienced,Manufacturing Director,Married,0,No,Average,High,Yes,21,Medium,20,6,full_time,High,non-minority,Female,YES
36,Travel_Rarely,Sales,2,College,Medical,Medium,Experienced,Sales Executive,Married,1,No,Average,Average,Yes,10,Low,10,8,full_time,Average,non-minority,Male,YES
32,Travel_Rarely,Sales,3,College,Life Sciences,Medium,Intermediate,Sales Executive,Single,2,Yes,Average,High,No,8,Medium,6,1,contract,Low,non-minority,Female,YES
30,Travel_Rarely,Sales,4,Bachelor,Life Sciences,High,Intermediate,Sales Executive,Married,1,No,Outstanding,Low,Yes,9,Medium,9,0,full_time,Low,non-minority,Female,YES
32,Travel_Rarely,Research & Development,8,College,Life Sciences,High,Experienced,Research Director,Single,2,No,Outstanding,Average,No,10,Medium,5,3,full_time,High,non-minority,Female,YES
45,Non-Travel,Research & Development,1,Below College,Life Sciences,Medium,Experienced,Healthcare Representative,Married,2,No,Average,High,Yes,24,Medium,22,14,contract,High,non-minority,Male,YES
41,Travel_Frequently,Research & Development,28,College,Life Sciences,High,Intermediate,Research Scientist,Divorced,1,No,High,Low,Yes,18,High,5,4,full_time,Low,non-minority,Female,YES
30,Travel_Rarely,Sales,12,Bachelor,Life Sciences,High,Entry Level,Sales Executive,Divorced,1,No,High,High,Yes,7,Medium,5,2,full_time,Average,non-minority,Male,YES
39,Travel_Rarely,Sales,3,College,Technical Degree,Low,Intermediate,Sales Representative,Single,0,No,High,Low,No,7,Medium,7,4,full_time,Average,minority,Male,YES
36,Travel_Rarely,Sales,10,Master,Technical Degree,Medium,Intermediate,Sales Executive,Married,1,Yes,Average,Low,Yes,10,High,9,8,full_time,Average,non-minority,Female,YES
37,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,High,Entry Level,Research Scientist,Single,1,No,Average,High,Yes,8,High,8,6,full_time,Average,non-minority,Male,YES
31,Non-Travel,Sales,18,College,Marketing,High,Intermediate,Sales Executive,Married,1,No,High,High,Yes,9,Medium,8,7,full_time,Average,non-minority,Female,YES
33,Travel_Rarely,Research & Development,16,Bachelor,Medical,High,Entry Level,Research Scientist,Single,2,No,Outstanding,Average,No,7,High,6,3,full_time,Low,non-minority,Female,YES
42,Travel_Rarely,Sales,6,Bachelor,Medical,High,Experienced,Sales Executive,Married,8,Yes,Low,Average,Yes,18,Medium,12,7,full_time,Average,minority,Female,YES
41,Travel_Frequently,Research & Development,7,College,Life Sciences,Medium,Entry Level,Research Scientist,Married,2,No,Low,Average,Yes,9,Medium,4,3,full_time,High,non-minority,Female,YES
37,Travel_Rarely,Sales,21,Below College,Marketing,High,Intermediate,Sales Executive,Single,6,No,Outstanding,Low,No,16,Medium,7,7,full_time,Average,minority,Male,YES
36,Travel_Rarely,Sales,8,College,Marketing,Medium,Intermediate,Sales Executive,Married,1,No,Average,Low,Yes,5,Medium,5,1,full_time,Average,non-minority,Male,YES
37,Travel_Frequently,Research & Development,2,College,Life Sciences,High,Intermediate,Research Scientist,Single,1,Yes,Average,High,No,8,Medium,8,6,full_time,High,minority,Male,YES
29,Travel_Frequently,Research & Development,4,Bachelor,Life Sciences,High,Intermediate,Manufacturing Director,Divorced,1,No,Low,Average,Yes,7,Medium,3,3,full_time,Average,non-minority,Female,YES
33,Travel_Rarely,Research & Development,13,Bachelor,Life Sciences,Medium,Entry Level,Research Scientist,Married,1,No,High,Average,No,9,High,9,8,full_time,Low,minority,Female,YES
33,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,Medium,Intermediate,Healthcare Representative,Married,1,No,High,Average,Yes,13,High,12,10,full_time,Average,minority,Male,YES
52,Travel_Rarely,Sales,11,Bachelor,Marketing,High,Experienced,Manager,Married,3,Yes,Outstanding,Low,Yes,25,Medium,14,9,full_time,High,minority,Female,YES
40,Travel_Rarely,Research & Development,4,College,Medical,High,Entry Level,Research Scientist,Divorced,1,No,High,High,Yes,5,High,5,3,full_time,Average,non-minority,Female,YES
40,Travel_Rarely,Sales,13,Bachelor,Medical,High,Intermediate,Sales Executive,Married,4,No,Low,High,Yes,9,Medium,0,0,full_time,High,non-minority,Male,YES
29,Travel_Frequently,Research & Development,4,Bachelor,Life Sciences,High,Intermediate,Manufacturing Director,Divorced,1,No,Low,Average,Yes,6,Medium,4,3,full_time,Average,non-minority,Female,YES
51,Travel_Rarely,Sales,5,Bachelor,Marketing,Low,Experienced,Sales Executive,Married,3,No,High,Low,No,30,High,6,4,full_time,Low,non-minority,Male,YES
37,Travel_Rarely,Sales,1,Bachelor,Medical,High,Intermediate,Sales Executive,Married,0,No,Outstanding,High,No,10,High,9,7,full_time,Average,minority,Female,YES
47,Travel_Rarely,Sales,2,Bachelor,Life Sciences,High,Experienced,Manager,Married,7,No,Average,High,No,23,Medium,11,10,full_time,Average,minority,Female,YES
45,Travel_Rarely,Sales,8,Bachelor,Marketing,High,Experienced,Sales Executive,Divorced,3,No,Outstanding,Low,Yes,27,Low,7,7,full_time,Low,minority,Male,YES
31,Non-Travel,Sales,19,College,Marketing,High,Intermediate,Sales Executive,Married,1,No,High,High,Yes,9,Medium,8,7,full_time,Average,non-minority,Female,YES
38,Non-Travel,Sales,3,College,Life Sciences,Medium,Intermediate,Sales Executive,Married,2,No,High,High,Yes,12,Low,7,6,full_time,High,non-minority,Male,YES
41,Travel_Frequently,Sales,4,Bachelor,Marketing,High,Intermediate,Sales Executive,Single,1,No,Average,Average,No,8,High,8,7,contract,Average,non-minority,Male,YES
26,Travel_Rarely,Research & Development,5,Below College,Life Sciences,Medium,Entry Level,Research Scientist,Married,1,No,High,High,No,8,Low,6,3,full_time,High,minority,Male,YES
39,Travel_Rarely,Research & Development,9,Bachelor,Medical,High,Entry Level,Laboratory Technician,Single,2,No,High,Average,No,10,High,7,6,full_time,Average,non-minority,Male,YES
40,Non-Travel,Sales,2,Bachelor,Marketing,High,Intermediate,Sales Executive,Single,5,No,Average,Average,Yes,11,Medium,9,7,full_time,High,minority,Female,YES
42,Travel_Rarely,Sales,3,Bachelor,Marketing,Medium,Experienced,Sales Executive,Married,1,Yes,High,Outstanding,No,23,Low,15,5,full_time,High,non-minority,Female,YES
34,Non-Travel,Sales,2,Bachelor,Life Sciences,High,Intermediate,Sales Executive,Married,7,No,Average,High,No,12,Medium,10,7,full_time,Average,minority,Female,YES
42,Travel_Rarely,Sales,1,College,Medical,High,Intermediate,Sales Executive,Married,3,No,High,Low,Yes,11,Medium,5,1,contract,Average,non-minority,Female,YES
29,Non-Travel,Sales,8,Bachelor,Medical,Medium,Entry Level,Sales Executive,Married,0,No,High,Average,No,5,Medium,5,4,full_time,Average,non-minority,Male,YES
33,Travel_Frequently,Research & Development,15,Bachelor,Other,Medium,Entry Level,Laboratory Technician,Married,0,No,Outstanding,Average,No,6,High,5,2,full_time,Average,non-minority,Male,YES
54,Travel_Rarely,Research & Development,5,Bachelor,Technical Degree,High,Experienced,Manager,Divorced,3,No,Low,High,No,26,Medium,5,2,full_time,Average,non-minority,Female,YES
47,Travel_Rarely,Research & Development,6,College,Medical,High,Entry Level,Research Scientist,Divorced,1,No,High,High,No,17,High,8,6,full_time,Low,non-minority,Female,YES
36,Non-Travel,Sales,11,Master,Medical,Medium,Experienced,Sales Executive,Single,0,No,Outstanding,Average,No,15,Medium,14,7,full_time,Low,non-minority,Female,YES
41,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,High,Experienced,Research Director,Married,1,Yes,High,Low,No,17,High,13,9,contract,High,non-minority,Female,YES
50,Travel_Rarely,Research & Development,7,College,Life Sciences,High,Experienced,Research Director,Single,6,No,Outstanding,High,No,25,Medium,9,7,full_time,Low,non-minority,Female,YES
54,Travel_Rarely,Research & Development,11,Master,Medical,Medium,Entry Level,Research Scientist,Married,6,No,Average,Low,Yes,8,Medium,6,3,contract,Average,non-minority,Male,YES
37,Travel_Rarely,Research & Development,7,Bachelor,Medical,High,Intermediate,Manufacturing Director,Married,5,No,Average,Low,Yes,7,Medium,3,1,contract,Average,non-minority,Male,YES
29,Travel_Rarely,Research & Development,2,Below College,Life Sciences,Medium,Entry Level,Research Scientist,Married,0,No,Average,Low,No,7,Medium,6,4,full_time,Average,non-minority,Male,YES
39,Travel_Rarely,Research & Development,6,College,Medical,High,Entry Level,Research Scientist,Divorced,1,No,High,High,Yes,5,High,5,3,full_time,Average,non-minority,Female,YES
38,Travel_Rarely,Research & Development,9,College,Other,High,Entry Level,Research Scientist,Single,1,No,High,High,No,11,High,10,8,full_time,Average,non-minority,Female,YES
36,Travel_Rarely,Research & Development,17,College,Life Sciences,High,Entry Level,Research Scientist,Single,3,No,Average,Low,No,8,Low,1,0,full_time,High,non-minority,Male,YES
48,Travel_Rarely,Research & Development,4,Bachelor,Other,Medium,Experienced,Healthcare Representative,Single,7,No,High,Average,No,26,Medium,14,10,full_time,Average,non-minority,Male,YES
37,Travel_Rarely,Sales,2,College,Marketing,High,Intermediate,Sales Executive,Married,0,Yes,Low,High,No,5,Medium,4,3,full_time,Average,minority,Female,YES
45,Travel_Frequently,Research & Development,14,Bachelor,Medical,High,Experienced,Manager,Divorced,4,No,Outstanding,Average,Yes,23,Medium,16,11,full_time,High,non-minority,Female,YES
35,Travel_Frequently,Human Resources,8,Bachelor,Human Resources,Low,Intermediate,Human Resources,Married,1,No,High,High,No,9,Medium,7,5,full_time,High,non-minority,Male,YES
28,Non-Travel,Sales,2,College,Life Sciences,High,Intermediate,Sales Executive,Married,1,No,High,Low,Yes,4,High,4,3,full_time,Average,non-minority,Male,YES
31,Non-Travel,Research & Development,6,Bachelor,Technical Degree,High,Entry Level,Laboratory Technician,Single,0,No,High,Low,No,9,High,8,6,full_time,Average,minority,Male,YES
33,Travel_Frequently,Human Resources,22,Bachelor,Life Sciences,Medium,Intermediate,Human Resources,Married,2,No,Average,Average,No,14,High,11,7,full_time,High,non-minority,Male,YES
35,Travel_Rarely,Sales,3,Bachelor,Life Sciences,High,Experienced,Sales Executive,Married,1,No,High,High,Yes,10,Medium,10,7,full_time,Average,minority,Female,YES
30,Travel_Rarely,Research & Development,12,Bachelor,Medical,High,Entry Level,Research Scientist,Single,1,No,Outstanding,Average,No,6,High,6,2,full_time,Low,non-minority,Female,YES
46,Travel_Rarely,Research & Development,2,Bachelor,Medical,High,Experienced,Research Director,Single,7,No,Average,High,No,23,Medium,12,11,full_time,Average,non-minority,Male,YES
34,Travel_Rarely,Sales,11,Bachelor,Technical Degree,High,Entry Level,Sales Representative,Divorced,1,Yes,Average,Outstanding,No,9,High,8,3,full_time,Average,non-minority,Female,YES
42,Travel_Rarely,Sales,23,Bachelor,Medical,High,Experienced,Sales Executive,Married,3,Yes,High,Average,Yes,22,Medium,13,12,full_time,Average,minority,Female,YES
35,Travel_Rarely,Human Resources,7,Bachelor,Life Sciences,High,Experienced,Human Resources,Single,1,Yes,High,Low,No,9,Medium,9,5,full_time,Average,non-minority,Female,YES
30,Travel_Rarely,Sales,10,College,Medical,Medium,Intermediate,Sales Executive,Divorced,1,Yes,High,Average,Yes,9,Medium,8,2,contract,Average,non-minority,Female,YES
48,Travel_Rarely,Human Resources,21,Bachelor,Human Resources,High,Experienced,Manager,Married,2,Yes,Average,Low,No,29,Low,14,8,contract,Average,non-minority,Male,YES
37,Travel_Rarely,Sales,4,Bachelor,Life Sciences,High,Intermediate,Sales Executive,Married,1,No,Average,High,No,9,High,8,7,full_time,Average,minority,Female,YES
48,Travel_Rarely,Research & Development,5,Bachelor,Other,Medium,Experienced,Healthcare Representative,Single,7,No,High,Average,No,26,Medium,11,7,full_time,High,non-minority,Male,YES
28,Travel_Frequently,Sales,20,Bachelor,Life Sciences,High,Intermediate,Sales Executive,Single,1,No,Low,High,No,9,Low,9,8,full_time,Low,non-minority,Female,YES
30,Travel_Rarely,Sales,3,College,Life Sciences,Medium,Intermediate,Sales Executive,Single,2,Yes,Average,High,No,7,Medium,6,1,contract,Low,non-minority,Female,YES
52,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,High,Experienced,Manufacturing Director,Married,5,Yes,High,High,No,32,Low,12,9,full_time,High,non-minority,Male,YES
32,Travel_Rarely,Research & Development,11,Bachelor,Medical,Medium,Intermediate,Healthcare Representative,Single,1,No,Average,Average,No,9,High,8,7,full_time,Average,non-minority,Female,YES
54,Non-Travel,Research & Development,9,Bachelor,Technical Degree,High,Entry Level,Research Scientist,Married,2,No,High,Average,Yes,17,High,5,3,full_time,High,non-minority,Male,YES
